Labour/sq.yard,Pressure ,cost,Load bearing capacity,Quantity,Efficiency
11,112,484,98,32,79.41399999999999
13,77,147,38,29,33.34
15,120,170,119,12,49.337999999999994
7,75,562,60,27,77.10499999999999
14,86,377,119,38,69.305
14,12,458,56,34,60.236000000000004
10,76,280,48,39,48.877
14,20,101,86,25,27.936
3,18,331,52,41,47.428
7,123,523,105,22,83.989
3,118,261,11,16,43.653000000000006
3,35,301,90,13,47.978
8,10,313,66,28,45.405
14,24,377,41,37,51.854000000000006
7,85,351,103,28,62.663000000000004
7,35,357,89,37,56.72
13,43,60,122,16,29.982000000000003
14,127,158,95,20,46.68000000000001
9,90,515,68,31,75.79400000000001
4,62,582,75,29,79.535
10,39,85,61,42,26.936999999999998
3,82,351,90,25,59.90800000000001
12,118,147,111,50,49.995000000000005
5,129,186,49,41,45.449
4,29,350,33,31,47.053
6,84,464,99,42,75.016
6,125,94,95,38,41.406
9,102,556,79,44,84.304
6,73,230,89,18,45.95
9,23,440,115,49,68.69900000000001
11,100,190,85,27,46.043
9,88,376,109,27,66.377
14,111,216,62,33,47.93900000000001
10,58,215,104,26,45.957
8,104,371,28,25,56.870000000000005
13,17,367,120,29,59.260000000000005
10,20,577,50,44,73.233
8,38,465,67,33,64.73
10,46,435,118,14,67.177
15,116,470,128,36,83.20000000000002
7,90,532,23,30,71.362
12,105,427,60,45,69.542
12,88,527,22,24,70.231
13,37,122,59,31,29.143
9,67,289,104,24,54.147
13,102,474,35,15,67.211
12,63,87,46,40,27.915000000000006
6,75,369,54,24,56.38500000000001
6,56,75,43,34,24.247
9,79,265,17,11,40.258
3,21,599,49,46,75.049
6,114,575,108,33,89.80600000000001
6,112,143,44,26,36.789
10,110,169,11,50,38.10900000000001
5,18,176,51,14,28.61
14,44,565,89,31,78.68799999999999
9,44,483,45,42,65.545
7,73,130,72,17,33.611000000000004
15,112,357,45,25,59.224000000000004
12,36,208,88,47,43.29700000000001
13,103,73,39,35,29.726
5,103,141,97,44,44.485
4,92,496,19,16,65.502
15,67,356,14,14,48.564
9,44,185,79,41,39.748
13,85,355,49,38,57.777
11,30,179,126,49,44.760000000000005
7,107,166,62,32,41.676
4,46,308,92,21,51.263000000000005
12,71,96,11,38,24.964
7,25,374,103,46,60.168000000000006
6,49,372,125,44,65.28200000000001
12,39,584,66,16,75.072
9,18,129,15,46,23.351000000000003
5,11,538,16,43,63.260999999999996
10,107,392,28,16,58.44800000000001
12,89,281,12,29,44.796
11,66,340,42,32,52.254000000000005
8,76,383,59,25,58.864000000000004
4,91,387,12,17,53.586
4,48,310,64,30,49.128
13,96,412,34,48,64.05000000000001
7,43,420,71,47,62.861000000000004
10,58,488,62,24,67.832
8,127,462,18,18,66.596
6,99,280,89,42,56.872
3,118,185,121,48,54.08500000000001
4,22,324,107,31,53.23500000000001
14,53,290,105,47,55.941
7,85,573,94,42,85.581
3,124,63,52,41,32.656
8,120,410,120,50,77.60000000000001
10,113,464,37,41,70.561
6,119,120,59,38,38.656
14,95,258,73,49,53.659000000000006
4,99,92,14,30,26.526
7,94,568,115,47,89.44500000000001
5,86,212,49,17,40.230999999999995
10,58,105,60,42,31.031
3,72,194,21,18,33.088
14,116,371,118,30,71.097
12,114,232,86,39,53.557
15,51,490,27,17,62.289
7,72,295,51,41,50.286
8,45,242,53,39,41.913000000000004
4,115,181,120,28,50.913000000000004
7,90,532,78,30,78.512
6,110,447,36,29,66.578
11,64,477,20,12,60.619
14,61,116,126,22,39.050000000000004
10,44,593,74,27,78.73
11,91,313,129,12,61.357
5,130,359,95,41,69.018
9,45,140,38,33,29.037000000000003
10,92,57,52,48,29.801
10,44,227,76,43,43.928000000000004
15,51,446,78,49,68.283
3,75,165,62,46,39.16900000000001
11,106,174,121,39,51.231
5,107,547,62,14,77.83500000000001
5,33,281,15,16,36.513000000000005
15,41,102,115,47,36.95100000000001
13,121,114,65,35,39.335
11,22,284,83,35,47.181
7,43,369,93,24,57.833000000000006
6,58,513,28,29,66.172
11,31,472,69,36,65.512
7,112,219,40,47,46.534000000000006
6,35,294,81,22,47.44200000000001
10,38,470,71,40,66.76800000000001
11,127,596,95,14,89.934
14,107,578,106,18,87.97200000000001
8,128,589,126,48,97.149
7,99,100,54,31,32.923
14,86,196,79,39,45.943000000000005
12,79,563,120,18,84.84899999999999
9,86,233,121,30,53.61900000000001
5,54,494,108,18,72.79
10,25,220,111,16,42.354
7,121,521,46,26,76.361
7,113,369,40,46,61.68100000000001
13,89,267,27,20,44.351
3,45,528,106,36,76.88200000000002
10,67,322,114,27,59.227000000000004
4,21,594,17,48,70.712
12,121,164,79,48,47.662000000000006
4,53,110,47,39,28.369
15,81,309,25,39,49.846000000000004
6,66,236,64,17,42.375
5,23,135,92,33,32.64
8,18,428,120,49,67.467
8,104,272,14,47,47.669
12,65,534,67,26,74.358
8,14,86,58,12,19.998
13,61,165,127,27,44.63400000000001
14,31,171,46,26,31.201000000000004
8,108,452,50,50,71.35000000000001
14,80,325,59,15,52.82
9,109,564,128,12,88.486
12,43,206,128,11,44.823
7,10,120,37,26,21.814
9,102,265,47,20,47.897000000000006
4,116,400,45,25,63.04100000000001
12,45,421,71,48,63.763000000000005
13,20,80,68,13,21.957
13,28,311,130,17,54.751999999999995
15,48,526,16,21,64.623
14,98,230,60,48,49.370000000000005
6,20,67,69,38,23.119
15,112,145,27,15,34.282
11,48,88,52,40,26.966
6,67,117,16,20,24.589000000000002
11,125,460,97,48,80.272
4,41,422,72,21,59.597
11,98,400,43,37,62.75100000000001
6,30,596,126,50,86.546
10,36,324,13,36,43.774
6,19,127,93,36,31.945
8,22,566,112,16,76.902
4,17,77,67,44,24.055000000000003
4,12,304,91,24,47.142
11,27,392,44,20,51.81400000000001
5,118,586,24,30,80.01400000000001
11,110,303,99,50,63.173
12,82,259,26,43,45.248000000000005
12,58,64,30,46,23.646000000000004
12,54,302,39,43,48.033
5,99,419,82,26,68.00699999999999
6,44,559,25,50,71.30300000000001
4,127,210,67,24,47.868
9,65,253,97,35,50.678
10,45,360,17,25,47.665000000000006
3,97,74,108,43,38.153
11,64,201,41,49,39.876000000000005
11,58,435,109,14,67.489
6,43,318,39,15,44.501
4,98,492,35,14,67.636
11,17,78,98,47,29.173
14,124,493,81,13,77.51400000000001
13,42,151,97,49,39.733999999999995
5,100,403,48,27,62.206
4,101,550,52,48,80.09800000000001
13,15,401,116,19,60.752
14,96,154,86,47,44.723
8,103,360,26,47,58.001000000000005
12,76,165,62,19,36.882000000000005
6,92,218,108,48,52.982
5,98,382,92,44,67.596
5,35,95,12,14,17.331
7,130,359,56,41,64.128
14,47,469,35,37,63.034
7,110,533,71,34,80.49900000000002
11,53,102,65,45,31.245
14,129,544,80,27,84.781
13,53,578,47,28,75.138
5,31,316,98,11,50.011
13,73,198,106,18,45.55800000000001
4,23,383,10,28,46.342999999999996
15,63,161,64,30,36.809000000000005
11,58,364,22,11,48.651
11,97,525,57,38,77.19900000000001
6,99,559,81,27,82.226
15,98,584,56,32,82.78999999999999
5,19,430,78,20,58.604000000000006
14,92,434,37,18,62.71800000000001
11,20,582,57,30,73.072
11,48,479,47,17,63.07000000000001
11,33,419,113,42,66.825
13,57,112,114,48,39.626000000000005
9,84,428,126,33,74.089
9,93,528,35,26,72.57
14,53,570,55,34,76.174
6,38,598,117,22,83.174
12,88,417,31,44,62.671
15,45,407,102,46,66.411
8,57,342,98,15,56.399
12,21,546,65,18,69.25399999999999
7,125,399,85,20,68.859
8,101,412,98,11,68.097
4,61,405,128,33,68.90799999999999
11,46,113,64,50,32.009
15,121,443,111,38,79.081
6,88,338,38,14,51.492000000000004
5,13,87,19,30,16.785
8,123,225,85,12,50.191
15,75,419,20,33,58.896
3,81,199,80,43,45.282
10,29,421,16,31,52.554
7,40,141,129,15,38.066
15,126,415,47,20,66.371
11,77,235,115,38,53.129000000000005
4,62,259,21,30,40.011
5,48,454,110,16,68.07600000000001
11,95,387,130,23,70.73400000000001
13,62,155,55,38,35.689
3,33,401,122,12,61.887
6,81,432,37,35,62.543000000000006
14,23,222,99,40,43.98
3,81,114,80,27,34.793
12,126,241,107,25,56.922000000000004
11,52,89,20,40,23.371000000000002
9,123,174,52,30,42.982
14,53,146,27,28,28.996000000000002
15,44,206,58,46,40.274
13,126,146,31,41,39.441
10,124,394,102,12,69.766
15,44,201,130,45,49.01
7,115,258,15,29,45.42900000000001
8,107,484,100,40,79.77600000000001
14,114,437,74,34,72.287
6,55,169,129,30,44.329
9,99,556,74,24,80.926
5,26,366,16,23,45.249
5,64,103,107,41,37.065999999999995
4,55,90,76,12,27.138
9,54,432,82,35,65.531
12,41,235,99,24,45.297000000000004
15,52,516,92,24,74.314
6,21,522,28,16,61.242000000000004
8,76,394,106,50,69.06
3,112,297,73,40,57.509
13,100,180,48,44,42.426
7,108,569,83,18,83.55900000000001
10,32,101,103,12,29.631000000000004
5,90,333,64,15,54.628
15,25,590,69,25,75.785
13,105,162,59,42,42.38
6,69,515,33,37,69.25200000000001
7,19,418,48,28,54.62400000000001
6,109,299,94,18,57.745000000000005
12,17,558,51,33,69.96700000000001
7,65,105,66,45,32.709999999999994
5,75,105,105,23,36.142
12,104,276,55,49,54.001000000000005
11,24,176,19,37,28.423
6,39,127,111,42,37.318999999999996
11,79,90,93,22,33.952
4,14,346,32,26,44.184000000000005
15,87,193,53,31,41.514
9,35,432,114,46,68.796
9,54,569,16,15,68.408
7,34,55,129,17,28.922
15,91,512,104,39,81.77900000000001
5,51,540,40,41,70.98500000000001
9,56,393,74,30,60.189
5,32,348,122,17,57.193
3,34,65,55,21,20.428
7,97,278,64,41,53.159000000000006
5,68,255,55,29,44.694
12,120,578,101,31,90.197
6,84,255,50,45,47.894
10,95,277,68,12,50.165000000000006
9,17,113,58,43,26.852
9,80,572,129,20,87.012
3,71,504,89,22,73.598
12,29,408,12,30,50.78200000000001
7,49,494,106,29,73.439
14,124,282,78,20,56.64600000000001
13,77,428,74,14,64.616
5,18,83,73,22,23.029
9,103,103,62,36,35.505
8,17,338,111,27,54.473000000000006
9,18,367,11,49,47.226
10,42,521,11,37,64.226
3,93,279,48,29,48.928000000000004
14,33,117,50,15,25.19
7,31,94,105,22,29.987999999999996
7,96,434,43,36,65.47400000000002
7,125,590,129,48,97.202
10,32,250,124,42,50.98
12,127,406,103,32,74.01599999999999
10,104,65,21,45,27.614
13,16,430,79,31,60.415
14,36,498,124,38,76.376
7,116,231,45,19,45.528000000000006
4,32,397,32,30,51.89900000000001
14,86,290,76,45,55.761
13,87,119,123,23,42.008
12,68,570,122,38,86.92
12,66,363,89,23,59.706
14,84,582,31,26,76.91
6,51,211,59,28,38.769
12,42,336,45,39,50.379
7,61,82,38,31,24.617
12,111,125,126,28,46.293
7,86,313,96,49,60.530000000000015
6,91,174,60,13,38.016999999999996
13,103,543,41,26,76.38499999999999
4,49,365,81,20,55.81900000000001
13,27,164,126,20,39.626
7,71,166,127,27,45.35500000000001
10,33,580,48,24,72.404
11,100,120,39,46,35.254000000000005
15,78,538,95,26,80.17999999999999
15,11,113,23,20,19.409
4,10,117,111,36,32.051
12,60,126,37,37,29.979
9,59,493,51,11,65.386
7,75,111,52,40,32.061
10,28,78,15,37,18.378999999999998
6,58,147,40,47,32.908
9,72,457,23,24,61.165000000000006
14,121,66,76,40,36.602000000000004
11,121,481,59,25,74.252
7,50,320,70,25,50.825
8,41,234,76,11,40.299
6,93,171,55,39,40.39
15,31,148,88,40,36.094
6,44,498,16,42,63.019999999999996
6,54,274,36,46,44.632000000000005
4,119,158,88,49,47.393
12,43,356,72,21,53.883
14,101,171,128,13,48.434
9,17,405,33,46,53.45099999999999
9,98,100,99,22,37.766000000000005
4,95,556,73,24,79.88199999999999
4,114,79,109,26,38.827
14,68,407,89,28,65.157
11,33,435,108,42,67.791
6,130,464,33,23,69.51100000000001
14,53,121,33,49,29.75
4,99,209,116,11,49.342
4,19,174,60,44,33.174
8,36,319,87,43,53.542
3,56,534,52,21,69.959
11,90,245,126,36,56.839000000000006
10,56,257,105,21,49.502
4,114,461,22,25,65.97999999999999
14,64,254,85,37,49.791000000000004
9,34,571,46,50,74.355
12,106,169,97,46,48.52900000000001
6,14,466,82,28,63.222
11,41,562,122,22,80.986
10,83,513,83,46,78.605
9,13,253,108,16,43.815
10,104,222,14,17,39.229
4,119,583,70,27,85.35999999999999
11,52,451,108,17,68.636
11,127,531,28,40,77.75300000000001
7,23,346,58,40,50.544000000000004
4,37,285,22,50,42.247
15,14,252,84,38,43.868
13,13,151,68,16,28.673000000000002
10,68,312,25,33,47.477
12,104,497,19,24,68.667
8,119,498,57,26,75.326
10,90,507,41,40,72.63700000000001
6,81,100,51,47,32.259
6,106,121,109,30,42.797000000000004
13,22,261,125,33,50.26
5,94,261,18,35,44.220000000000006
13,80,464,32,41,66.35300000000001
7,76,334,32,32,51.148
3,55,530,77,15,71.975
6,57,56,48,18,21.19
6,114,561,38,40,80.125
14,93,175,53,26,39.707
12,51,96,24,42,24.810000000000002
15,13,449,11,24,52.493
8,113,95,118,39,43.404
12,87,267,104,49,57.49000000000001
13,10,163,25,49,27.874
15,130,528,109,17,85.95100000000001
6,31,439,94,37,65.09800000000001
3,101,420,54,38,65.94800000000001
5,77,299,109,32,57.559000000000005
9,110,374,72,50,66.654
3,67,340,61,19,52.57300000000001
13,61,359,73,37,58.398
12,44,252,75,42,46.384
11,78,344,70,42,58.879999999999995
10,43,516,77,48,73.72600000000001
5,78,350,93,49,62.769000000000005
7,117,414,94,44,73.47200000000001
15,22,367,20,19,45.830000000000005
4,96,578,28,29,76.965
10,34,464,19,13,55.725
7,42,235,130,41,51.016
3,109,554,39,18,76.07999999999998
9,49,91,80,45,31.44
7,103,160,85,40,44.547999999999995
7,76,148,78,49,40.36500000000001
7,125,458,30,17,67.311
4,101,540,44,45,77.69100000000002
15,80,583,104,42,88.031
12,86,143,20,27,31.312000000000005
12,124,475,60,21,73.738
10,123,346,121,37,70.24700000000001
11,118,242,51,13,47.297000000000004
9,44,361,125,31,62.31400000000001
10,53,266,24,14,38.699999999999996
7,82,549,34,31,73.70000000000002
14,29,248,63,38,42.384
9,17,598,98,34,79.96600000000001
10,93,285,37,13,46.83
14,37,470,77,47,68.625
9,49,553,86,20,75.907
8,112,444,77,24,71.422
4,72,404,43,11,56.415000000000006
5,121,367,122,38,71.935
12,74,321,37,40,51.655
8,104,439,89,40,73.45300000000002
5,18,271,44,19,37.89000000000001
10,101,447,64,30,69.65299999999999
12,31,381,40,47,53.95
11,47,577,48,20,73.33899999999998
10,13,546,26,40,65.694
13,72,247,126,47,56.44200000000001
5,36,266,120,37,51.495000000000005
15,111,470,116,45,82.13100000000001
13,119,184,94,28,49.11
5,24,59,42,45,20.008000000000003
5,86,182,38,12,35.175999999999995
3,106,570,21,33,76.793
8,15,173,28,41,28.452000000000005
4,23,302,113,43,53.336999999999996
12,86,246,27,23,42.149
14,61,563,94,27,80.632
12,97,489,115,14,78.337
14,43,503,51,20,66.061
4,15,244,19,50,35.164
15,34,206,58,16,35.544
9,51,428,54,47,62.56700000000001
8,67,418,78,12,62.278000000000006
13,14,162,38,46,29.570000000000004
9,92,185,127,33,50.604000000000006
12,26,60,87,21,23.965
14,54,474,70,17,66.521
15,73,544,126,47,86.735
3,115,90,38,35,31.805
14,33,417,81,33,61.662000000000006
15,125,396,113,18,72.678
7,62,501,101,43,76.67000000000002
4,122,569,66,15,82.34599999999999
7,118,551,41,39,79.94000000000001
11,113,141,93,15,42.214
5,69,221,60,45,43.93
14,64,390,64,31,60.083
9,87,477,24,42,67.197
5,114,459,101,23,75.89999999999999
3,67,574,95,24,81.222
6,110,471,119,13,77.888
14,126,350,106,30,68.576
4,17,157,119,33,37.586
7,10,83,105,23,26.560000000000002
11,52,117,85,26,32.983
10,83,579,38,16,75.851
10,116,94,43,49,35.271
15,128,158,49,33,42.452999999999996
6,75,271,103,18,52.14300000000001
13,40,200,105,18,41.80200000000001
4,84,310,35,11,47.272999999999996
9,74,405,98,50,68.989
12,31,522,72,46,72.23200000000001
14,76,525,113,30,81.361
3,25,236,99,29,43.327000000000005
11,111,230,127,38,58.12800000000001
6,72,169,37,36,35.055
14,31,78,20,36,19.618
9,109,232,76,30,50.336000000000006
15,64,464,86,11,68.12700000000001
6,68,583,94,26,82.625
7,93,351,106,47,66.242
4,21,325,31,19,41.912000000000006
8,94,478,120,30,79.072
8,78,413,120,25,70.056
3,112,377,63,34,63.575
3,54,500,70,38,70.656
13,122,147,66,12,40.177
7,15,224,28,27,31.847000000000005
5,12,176,51,11,27.557
7,110,430,127,48,79.042
10,108,297,35,34,52.021
11,20,335,25,15,42.18
12,109,356,76,37,63.96300000000001
13,109,238,121,21,56.08100000000001
11,66,271,43,22,44.225
9,75,190,10,32,33.80800000000001
12,33,119,107,22,33.455
7,96,419,86,34,69.311
13,54,230,45,45,41.869
13,26,302,128,31,55.017
10,51,506,56,17,67.225
5,30,123,54,16,25.277
9,71,351,115,44,64.683
15,103,452,75,35,72.86500000000001
3,27,274,79,38,45.868
8,118,274,61,13,51.559000000000005
6,23,553,84,32,73.78899999999999
5,75,330,43,23,50.80700000000001
4,29,371,17,49,49.236000000000004
3,101,558,52,21,77.60300000000001
8,114,346,126,39,69.91100000000002
15,104,309,91,30,60.023
13,34,82,34,39,22.457
10,112,362,32,36,58.898
13,94,444,39,25,64.963
14,129,400,65,42,70.07200000000002
15,39,85,26,14,19.505
15,85,190,11,17,33.853
3,128,213,127,24,55.99700000000001
13,44,81,124,48,36.287000000000006
14,107,236,79,37,52.181000000000004
9,77,246,73,23,46.815000000000005
3,77,315,63,23,51.944
10,85,98,119,32,39.936
6,56,360,45,24,52.102000000000004
6,55,570,99,16,79.264
10,112,410,30,44,64.438
5,108,70,85,25,34.073
8,75,251,99,36,51.925000000000004
11,53,510,94,49,76.69900000000001
8,83,77,130,37,39.428000000000004
6,20,136,125,23,35.583000000000006
7,43,598,52,21,75.275
11,88,283,23,50,48.721000000000004
5,88,252,116,12,52.617999999999995
9,68,440,125,26,72.482
11,107,423,37,33,64.86200000000001
13,62,204,25,21,34.715
12,37,216,103,30,44.148
13,20,398,56,31,54.657000000000004
9,98,145,110,34,45.169000000000004
14,64,414,114,19,67.57900000000001
8,15,377,27,27,47.260000000000005
4,128,499,84,11,77.836
3,111,115,57,43,37.288000000000004
5,48,159,10,12,24.805000000000003
13,68,96,39,38,28.346000000000004
3,127,522,69,42,81.69200000000001
12,57,400,73,26,60.67600000000001
4,44,545,110,42,79.807
9,58,269,106,43,53.604
4,109,515,126,42,86.397
7,34,70,28,25,18.259
4,90,194,37,24,38.06
9,40,191,44,28,33.793
4,58,120,29,32,26.786
3,36,481,119,47,74.09
9,116,577,98,43,90.4
15,113,496,61,19,74.745
7,34,516,24,46,65.284
8,55,83,34,42,24.900999999999996
9,29,180,35,33,30.831
7,64,532,95,18,76.278
6,90,180,37,37,38.373
3,75,554,95,11,78.583
7,100,292,130,19,60.883
4,73,330,117,22,59.986000000000004
3,127,410,22,12,60.7
3,61,554,64,41,76.49900000000001
3,12,175,95,15,33.471999999999994
10,26,497,43,19,61.964000000000006
3,32,330,19,35,43.947
6,101,559,13,25,73.38
8,11,233,14,28,30.681
9,60,110,77,25,31.865000000000002
10,42,384,86,15,57.521
8,123,251,108,45,59.734
12,120,397,116,15,71.962
10,61,69,88,43,31.502000000000002
8,128,467,31,14,68.431
3,10,525,130,20,73.735
7,16,242,124,11,44.357
8,107,538,54,11,75.79899999999999
15,91,77,42,17,27.166
3,113,345,72,37,61.986
10,67,84,109,27,34.539
4,41,490,82,39,69.90700000000001
5,79,252,19,21,40.035000000000004
4,42,153,24,12,25.233000000000004
3,77,299,20,20,44.38100000000001
6,73,465,26,40,64.113
8,114,139,115,24,45.78900000000001
6,24,266,101,37,47.723000000000006
6,110,216,126,19,53.757
14,50,176,84,18,37.898
12,113,323,114,40,66.391
8,69,415,124,16,68.663
6,70,439,70,14,63.76500000000001
13,34,381,50,46,55.569
5,97,351,101,38,64.805
11,36,391,108,27,61.91
6,20,90,109,13,27.666999999999998
13,42,551,85,46,78.21700000000001
15,63,180,41,11,33.477
9,67,82,96,24,32.2
6,90,164,67,28,39.586000000000006
8,95,116,109,18,39.76800000000001
5,44,172,58,40,35.226
12,13,576,75,17,72.537
5,67,336,129,50,64.878
14,21,95,105,24,29.797000000000004
14,130,355,100,29,68.646
9,93,199,61,43,44.744
4,22,576,108,45,80.483
13,85,548,18,31,72.40700000000001
12,32,485,78,22,66.53500000000001
11,92,503,120,23,80.80199999999999
9,74,557,81,20,78.561
8,82,575,76,29,81.63799999999999
6,12,385,81,33,55.27400000000001
4,47,531,105,14,74.759
15,99,130,49,21,34.833
9,41,569,91,27,78.078
9,33,599,93,35,81.39200000000001
12,130,344,45,43,61.870999999999995
7,24,362,123,42,60.964000000000006
4,74,154,34,23,31.655
5,48,299,17,26,41.521
14,58,149,24,16,28.061000000000003
13,22,219,25,22,31.709
6,19,89,56,26,22.107000000000003
8,13,89,97,49,29.658
6,127,241,77,27,52.836
4,115,208,112,24,52.124
10,102,372,17,39,57.155
4,96,527,70,43,78.94
9,89,481,18,44,67.29100000000001
9,123,107,88,39,41.966
5,37,531,26,35,65.918
3,119,153,101,43,47.774
5,21,301,44,28,42.339000000000006
13,108,110,58,28,35.68
14,103,347,31,18,54.42700000000001
12,35,157,10,16,24.201
13,11,484,117,44,71.776
11,31,122,121,39,37.279
14,105,483,42,26,70.77699999999999
4,37,362,48,19,49.71500000000001
10,46,336,73,34,53.708
11,79,157,79,18,38.42300000000001
14,129,542,72,44,85.56200000000001
10,43,333,119,12,56.419
6,79,381,67,16,58.79900000000001
7,74,169,86,23,40.2
6,60,127,38,46,30.741
6,103,377,65,15,60.800000000000004
12,99,460,54,14,67.71
8,101,371,18,16,54.150999999999996
9,93,361,80,28,61.791000000000004
12,109,242,92,38,54.647999999999996
7,94,376,29,40,58.04
5,89,498,86,24,75.108
4,51,545,94,15,75.32600000000001
15,81,342,106,13,60.615
12,84,434,49,38,65.55
4,35,314,90,23,50.571000000000005
15,53,559,11,49,71.218
10,112,115,75,21,37.75600000000001
13,55,171,85,36,40.155
12,39,176,90,30,38.65
12,105,466,85,30,74.946
3,86,164,43,23,35.13700000000001
7,60,188,18,46,34.391999999999996
5,128,179,63,11,42.876
12,58,568,127,12,83.114
9,117,521,80,43,82.52000000000001
12,10,242,81,19,39.473000000000006
3,130,347,37,30,58.77700000000001
11,107,527,92,30,82.15899999999999
5,79,317,49,33,51.928
4,68,493,102,25,74.27600000000001
12,94,596,36,39,81.50100000000002
15,99,414,63,18,64.97999999999999
13,41,536,29,44,69.06800000000001
5,112,420,60,40,68.42200000000001
5,63,453,66,37,66.494
5,59,57,97,13,27.208000000000002
15,117,189,21,49,42.572
7,65,360,32,18,50.832
9,18,274,77,23,43.319
9,88,294,68,23,52.28900000000001
10,34,279,58,33,44.49
14,83,323,44,24,52.087
12,106,323,97,13,60.156000000000006
4,105,239,118,11,53.328
13,54,529,37,24,68.529
8,102,587,112,40,91.15900000000002
9,35,430,45,43,59.266999999999996
15,53,514,27,46,68.396
6,16,472,51,20,59.07800000000001
14,113,103,95,43,42.238
9,10,456,76,15,59.691
3,29,449,110,21,65.782
5,61,236,86,33,46.469
5,81,195,14,46,36.835
4,93,132,29,22,30.868
3,93,456,67,35,69.98900000000002
5,16,290,38,41,41.415
14,128,342,27,19,56.42100000000001
9,126,401,40,21,63.62600000000001
9,87,224,90,40,49.986000000000004
6,120,344,65,32,61.462
13,19,288,126,22,51.46
3,99,181,66,31,42.304
5,118,422,85,45,73.165
3,100,318,14,28,49.14
13,59,544,14,28,68.10999999999999
5,31,64,102,40,28.53
13,17,164,50,38,30.728
5,34,487,117,42,73.789
13,107,255,83,16,52.031000000000006
8,109,196,64,20,43.86000000000001
4,76,276,91,32,52.69
11,89,288,51,34,51.078
12,10,407,86,20,56.907000000000004
3,85,289,29,18,45.23100000000001
11,50,247,65,38,44.709
14,16,528,90,24,71.0
13,75,77,116,36,37.011
9,96,480,85,37,75.879
7,50,101,23,33,23.548000000000002
13,111,270,76,43,56.313
9,21,148,26,50,27.523999999999997
5,100,245,100,17,51.818
13,95,581,119,18,88.483
13,37,327,109,40,57.419000000000004
10,130,66,32,29,30.257
5,19,571,79,20,72.975
4,106,121,14,43,31.814000000000004
12,17,538,53,48,69.992
9,84,92,120,11,36.754999999999995
10,120,161,85,29,45.582
14,67,138,40,17,30.192999999999998
10,101,505,74,21,75.74
6,118,541,116,43,89.066
5,38,285,120,20,51.623000000000005
5,96,513,105,17,79.072
7,87,123,11,26,27.669000000000004
7,86,171,72,32,41.045
5,19,243,105,14,42.513
13,62,194,17,49,35.997
13,43,286,17,15,39.039
9,58,75,50,14,23.279
14,66,144,117,49,44.501000000000005
5,109,103,127,31,43.696000000000005
8,110,105,40,39,33.926
13,120,490,60,16,74.28399999999999
11,71,67,11,27,20.636000000000003
11,102,192,55,45,44.719
5,59,233,121,28,49.889
9,37,410,101,30,63.212
12,29,574,97,15,76.813
13,23,548,99,20,74.436
11,16,176,123,47,42.205
13,60,82,64,28,28.064
14,11,455,54,17,57.534000000000006
5,47,281,102,26,50.637
14,40,416,79,28,61.51800000000001
11,64,119,82,40,35.853
4,10,407,62,17,52.71000000000001
10,29,67,123,17,29.044
9,69,261,11,42,41.602999999999994
9,106,594,26,34,80.52600000000001
4,109,231,35,45,46.239999999999995
14,41,322,45,21,46.88700000000001
13,91,62,112,14,34.214
14,111,169,18,42,38.543
10,105,143,13,33,33.14
4,67,365,115,41,64.82600000000001
10,97,317,79,44,59.675000000000004
10,104,175,130,24,50.395
8,108,271,130,49,63.35000000000001
6,64,567,64,16,75.45500000000001
8,82,384,13,45,56.061
6,45,136,15,38,25.968000000000004
14,97,517,35,42,74.27700000000002
14,53,279,98,50,54.277
8,100,119,103,36,42.013
11,51,142,92,39,37.849
8,58,183,59,18,35.743
14,23,477,30,24,58.861
9,93,570,111,26,86.69200000000001
10,101,423,40,47,66.132
15,105,510,47,36,75.43400000000001
4,78,367,34,44,56.131
6,116,186,127,31,52.981
3,105,286,69,41,55.185
4,106,572,15,17,74.40100000000001
4,30,347,29,50,48.607
14,49,430,63,42,63.562
6,116,559,53,35,81.51000000000002
4,34,235,51,36,38.953
15,75,89,97,46,37.123000000000005
6,45,111,127,34,37.527
14,87,329,100,38,62.103
6,52,552,73,16,73.718
11,92,423,77,45,69.75000000000001
5,117,417,118,30,75.04899999999999
9,98,326,55,46,57.727999999999994
6,115,371,114,37,70.574
7,67,214,65,47,44.059
9,117,255,50,48,52.349000000000004
10,35,515,78,21,69.614
6,127,193,45,25,43.59
4,106,160,18,34,35.202
3,67,403,21,27,54.688
5,73,115,114,20,37.733000000000004
4,37,276,95,30,48.448
12,75,346,125,29,64.427
13,79,224,19,22,38.046
15,62,510,28,32,67.5
4,44,539,48,42,71.141
10,18,492,42,21,60.639
14,48,364,117,43,63.919000000000004
9,46,183,78,37,39.172000000000004
13,29,155,24,26,26.403000000000002
3,81,96,80,33,33.689
15,31,70,89,12,25.014
15,70,597,15,36,76.00100000000002
10,29,521,79,18,69.297
13,65,499,85,12,71.587
8,85,406,103,29,68.42699999999999
3,37,433,104,35,65.98
10,126,214,79,34,51.446000000000005
6,114,557,57,41,82.31
15,80,444,15,39,62.065000000000005
8,101,92,106,34,39.554
5,98,146,52,43,38.440999999999995
13,123,474,120,44,84.14800000000001
4,20,166,63,29,31.087000000000003
11,28,450,119,32,68.96600000000001
14,74,138,62,47,37.435
6,86,419,30,40,61.495000000000005
12,57,294,71,21,49.115
4,38,390,28,34,51.844
13,69,147,25,50,33.221000000000004
14,27,126,43,40,27.468000000000004
11,77,558,81,31,80.499
